SK_ID_CURR,TARGET
100001,0.021612310595810414
100005,0.08876919448375702
100013,0.022362980991601944
100028,0.04835203289985657
100038,0.1456253468990326
100042,0.016069259867072104
100057,0.018159966543316843
100065,0.0482611857354641
100066,0.012436641007661819
100067,0.17556947022676467
100074,0.08936502560973167
100090,0.04780995845794678
100091,0.19260624349117278
100092,0.07690423280000687
100106,0.06442941725254059
100107,0.1440280169248581
100109,0.06465400829911232
100117,0.03728745095431805
100128,0.07510170489549636
100141,0.023523179069161414
100150,0.02207208015024662
100168,0.007853136025369167
100169,0.03710555024445057
100170,0.06610338911414146
100171,0.06254218891263008
100172,0.17198654413223266
100184,0.0665664903819561
100187,0.06550708189606666
100212,0.13368807435035707
100222,0.05367919020354748
100223,0.02250210791826248
100232,0.014517061132937669
100241,0.20349642932415007
100245,0.01815529288724065
100253,0.021276580914855004
100256,0.04797949939966202
100271,0.011996391788125038
100278,0.2962740004062653
100280,0.018079294450581075
100306,0.23350805938243865
100311,0.1765006512403488
100312,0.03201824836432934
100330,0.13637116998434068
100331,0.033965690061450005
100352,0.11520116180181503
100358,0.05764228627085686
100367,0.018301060795783995
100382,0.14252747893333434
100384,0.08045780956745148
100385,0.10142569541931153
100386,0.04587938413023949
100399,0.021316249668598176
100404,0.08136547580361367
100416,0.015341980569064616
100422,0.08458776473999023
100426,0.02157178409397602
100438,0.039646852761507034
100444,0.15221244990825653
100445,0.20735363364219667
100446,0.11691363602876663
100447,0.019455943256616592
100450,0.07369619756937026
100466,0.01571080107241869
100483,0.02606830820441246
100484,0.05147838704288006
100494,0.08351883292198181
100510,0.20086053013801575
100512,0.012325103767216206
100517,0.030054871737957
100548,0.047144855558872226
100551,0.050083300471305846
100552,0.08761337846517563
100553,0.01935535352677107
100561,0.16821534037590027
100568,0.46638359427452086
100569,0.03632642701268196
100591,0.09731320589780808
100592,0.03276694677770138
100602,0.08744926303625107
100607,0.05276573449373245
100613,0.09505265355110168
100617,0.13330077826976777
100618,0.08926037549972535
100622,0.08204694539308548
100625,0.16726967245340346
100677,0.10771522372961044
100699,0.029635491222143172
100702,0.3534404575824738
100711,0.08198820799589157
100729,0.1643868789076805
100740,0.215614253282547
100744,0.25358335077762606
100745,0.05150523111224174
100747,0.09056456759572029
100751,0.21702590584754944
100752,0.04662005677819252
100753,0.26308803260326385
100754,0.16302362084388733
100760,0.03698095679283142
100762,0.12933309078216554
100763,0.056049969792366025
100765,0.020395129173994064
100770,0.06576483026146888
100772,0.026256775110960008
100777,0.04401024430990219
100791,0.019251173362135887
100792,0.009389285184442996
100797,0.03082966394722462
100823,0.03783855773508549
100826,0.023801833018660547
100830,0.04363308325409889
100836,0.31117660701274874
100872,0.08081222847104072
100910,0.08506766334176064
100913,0.06947076804935932
100918,0.03796465396881103
100931,0.006763556785881519
100952,0.05247139185667038
100953,0.07362819314002991
100965,0.16848475039005278
100970,0.035962235555052756
100982,0.12760315090417862
100983,0.21213570833206177
100984,0.026247229799628256
100987,0.07193326279520988
100997,0.07570880502462388
100998,0.15584495663642883
101002,0.039738982915878296
101005,0.19541650116443635
101008,0.35261109471321106
101020,0.08831379413604737
101021,0.024606995284557343
101024,0.026767625659704208
101025,0.1398106411099434
101026,0.047078792750835416
101031,0.01602876428514719
101041,0.019293924421072008
101051,0.006353115849196911
101055,0.09785133004188537
101056,0.27633688747882845
101057,0.06652128025889396
101064,0.016648123599588872
101079,0.09975266605615615
101087,0.01881266534328461
101090,0.05092603042721748
101092,0.14752318561077118
101097,0.09703309386968613
101099,0.022812711261212825
101107,0.15090261548757553
101118,0.08415453433990479
101125,0.09543206840753556
101126,0.018389705941081046
101128,0.011996391788125038
101136,0.07994393855333329
101140,0.26082916259765626
101149,0.1386493816971779
101160,0.12310663908720017
101169,0.22209937870502472
101181,0.024969623796641825
101186,0.020850793272256852
101190,0.0892853319644928
101193,0.06878045350313186
101194,0.15468442887067796
101198,0.1687294214963913
101200,0.033379127830266954
101204,0.04619642533361912
101211,0.058361086249351504
101213,0.10228516906499863
101223,0.07116338238120079
101225,0.08146888241171837
101237,0.11170200556516648
101243,0.059916923940181735
101244,0.12488296926021576
101258,0.024813038855791093
101259,0.1774975448846817
101268,0.19032722264528273
101269,0.017950555495917796
101271,0.08138481751084328
101279,0.04439654052257538
101281,0.061900359392166135
101287,0.034540094435214996
101292,0.06440736576914788
101294,0.02774963863193989
101296,0.08241923823952675
101297,0.016380183212459088
101299,0.040941483527421954
101301,0.0378669697791338
101305,0.06436666026711464
101308,0.07796687185764313
101318,0.01842065453529358
101327,0.23510417342185974
101329,0.019520478695631026
101332,0.04965040534734726
101337,0.08265588581562042
101343,0.01710843201726675
101345,0.01889467369765043
101346,0.023876652121543884
101353,0.017429730296134947
101354,0.16443632543087006
101355,0.15407328456640243
101356,0.022322261519730092
101362,0.0580142579972744
101363,0.27788400650024414
101365,0.01630502939224243
101366,0.11753778308629989
101367,0.17021046429872513
101368,0.01930480878800154
101374,0.1342268779873848
101380,0.014937297441065311
101383,0.029111752286553383
101398,0.018331796675920487
101399,0.250008425116539
101401,0.27856614589691164
101412,0.037710747122764586
101426,0.0922327145934105
101427,0.31203908324241636
101428,0.24221048653125762
101429,0.31477863192558286
101434,0.03422516286373138
101440,0.14063992351293564
101448,0.09384050667285919
101449,0.0752858966588974
101465,0.017131881788372993
101467,0.013210778310894965
101472,0.07300986796617508
101478,0.12170292139053344
101497,0.05419863648712635
101504,0.15295861512422562
101547,0.06122567094862461
101548,0.11665344834327698
101555,0.09385700821876526
101570,0.02762530855834484
101572,0.07512217164039611
101578,0.05108848102390766
101580,0.1983514189720154
101588,0.1454136312007904
101602,0.02625082843005657
101610,0.06243859492242336
101614,0.049833090603351594
101616,0.027386386319994925
101643,0.13146257698535918
101644,0.02986188679933548
101649,0.044495643302798274
101650,0.17513294965028764
101665,0.021751995757222177
101667,0.0841397300362587
101669,0.0466336615383625
101674,0.08703971058130264
101675,0.017547185719013213
101678,0.09559286236763001
101682,0.04552171006798744
101686,0.055719750374555586
101697,0.1787249729037285
101700,0.34286417365074157
101711,0.0214335810393095
101714,0.07826751545071602
101715,0.328448498249054
101728,0.03308178596198559
101732,0.12221634387969971
101757,0.14353229105472565
101758,0.047934623435139656
101759,0.10416286140680313
101762,0.016139275394380093
101764,0.09038921743631363
101780,0.35275051593780515
101784,0.009868121799081564
101789,0.020747150108218194
101816,0.10806077867746353
101819,0.029581696167588233
101827,0.014499642141163348
101863,0.07463606894016266
101867,0.05844212025403976
101870,0.020433123409748077
101873,0.2763842552900314
101878,0.12907605916261672
101879,0.028881062194705008
101880,0.02098817341029644
101887,0.033455997332930566
101897,0.02542268522083759
101901,0.0875241607427597
101903,0.25649106204509736
101920,0.03134801872074604
101921,0.04776216149330139
101922,0.12835221402347088
101961,0.10334513783454895
101962,0.010614866949617862
101971,0.04448970407247543
101976,0.35658379197120665
102002,0.1353813424706459
102005,0.046100298315286635
102007,0.37755032181739806
102017,0.03805511556565762
102019,0.2896608740091324
102029,0.038530003651976584
102051,0.16426534652709962
102052,0.012721240241080522
102054,0.018111143633723258
102062,0.060854440182447435
102067,0.2199474275112152
102068,0.04942902624607086
102070,0.04494764655828476
102090,0.12248892039060592
102092,0.0327704407274723
102099,0.15033210515975953
102100,0.04335667639970779
102112,0.0858443669974804
102113,0.03360548540949822
102122,0.26651322543621064
102123,0.06855723634362221
102125,0.05267454013228416
102126,0.224082088470459
102146,0.04412947334349156
102147,0.12506183683872224
102151,0.036656835675239564
102158,0.12502184510231018
102159,0.07482326924800872
102162,0.035344299674034116
102165,0.048696533963084224
102166,0.01782182604074478
102174,0.02486640177667141
102193,0.1786836639046669
102198,0.0413532692939043
102205,0.09729755371809005
102206,0.01518457978963852
102218,0.024968188256025314
102221,0.025388171896338463
102230,0.06853331103920937
102238,0.04795297980308533
102248,0.03689403384923935
102252,0.23966329097747802
102259,0.08406228721141815
102262,0.11085868179798126
102273,0.07337645590305328
102286,0.10128051936626434
102293,0.013009399920701981
102294,0.03463815674185753
102296,0.03304113484919071
102298,0.09587146937847138
102303,0.0322841502726078
102309,0.056253983080387114
102315,0.046224044263362886
102340,0.026992280408740042
102342,0.07102436423301697
102344,0.03233549483120442
102346,0.070354163646698
102347,0.008314264379441738
102374,0.07106851041316986
102380,0.01646027881652117
102387,0.02248839195817709
102393,0.02407737299799919
102403,0.015941176004707812
102413,0.04352617897093296
102414,0.012994162738323212
102415,0.047387801110744476
102416,0.0840129092335701
102439,0.0439313817769289
102441,0.045855261385440826
102443,0.013682571798563003
102444,0.12140743136405945
102445,0.06907364949584008
102448,0.028940044716000556
102449,0.06642234846949577
102450,0.24649771749973298
102456,0.014945291355252266
102458,0.10514905452728271
102459,0.041574764624238016
102465,0.01540129017084837
102470,0.1496783524751663
102471,0.037893496453762054
102475,0.042195923253893854
102476,0.1302869826555252
102506,0.09893200621008873
102509,0.06467325501143932
102519,0.041587167605757716
102522,0.1071048129349947
102545,0.04527428708970547
102549,0.05038824826478958
102562,0.012727366387844085
102563,0.027381031215190886
102568,0.13525139093399047
102582,0.06381475180387497
102592,0.016377296671271323
102597,0.10511794686317444
102605,0.039519737288355825
102614,0.019909085333347322
102617,0.1516073614358902
102634,0.05724433921277523
102652,0.04892427995800972
102655,0.005161602888256312
102671,0.07865917533636094
102694,0.20996356904506683
102701,0.06044196225702762
102703,0.012925390247255563
102704,0.023455973342061044
102713,0.015089066699147224
102720,0.136165052652359
102731,0.05260224863886833
102733,0.041574764624238016
102749,0.021279327943921088
102755,0.08167119473218917
102763,0.02755912356078625
102770,0.06937299221754074
102772,0.1076348751783371
102799,0.21580654829740525
102838,0.017828192189335824
102854,0.037435341998934744
102862,0.15000589787960053
102863,0.03620898760855198
102867,0.025222410261631013
102868,0.008041599299758673
102878,0.08974019959568977
102887,0.026294154673814775
102898,0.234452486038208
102904,0.09306836575269699
102912,0.058654462546110155
102919,0.03234582059085369
102927,0.11166719794273376
102932,0.10801701843738556
102933,0.10380053818225861
102935,0.030383138358592986
102958,0.07756783217191696
102969,0.1679277926683426
102971,0.040742285549640656
102975,0.05134784877300262
102979,0.06261922493577003
102982,0.024152938276529312
102987,0.12027129530906677
102989,0.034417705982923506
102995,0.13138697296380997
102996,0.032708939909934995
103000,0.04788332916796208
103001,0.06748315393924713
103004,0.0420706856995821
103010,0.01730477586388588
103025,0.20758790373802186
103029,0.029443962126970293
103046,0.12625593245029448
103056,0.05556712225079537
103062,0.12349874675273895
103078,0.01629635915160179
103083,0.021279327943921088
103092,0.04414041191339493
103096,0.09674877673387527
103097,0.07846631929278373
103102,0.21440934240818024
103112,0.037450040131807326
103132,0.04132300838828087
103144,0.15294966846704483
103145,0.10836918652057648
103146,0.015188352204859257
103147,0.11801593005657196
103158,0.018503154441714287
103171,0.06973585486412048
103173,0.0317588072270155
103184,0.04520859569311142
103195,0.16315038204193116
